id,name,nip,regon,website,status_id,version,created,last_modified,is_deleted
cf578fec-006b-4604-a5e8-5ad1b3ea2be5,Hayes-Welch,6623095182,913659775,https://cremin.biz,d35f40aa-ddbe-4ed8-846e-c744f56f8184,0,2025-05-09 14:11:02.190,2025-05-09 14:11:02.190,FALSE
489da321-243c-44fa-a14f-509ebfbad683,Pouros Group,8575953197,488283360,https://heidenreich.co,0a4e538f-c40c-41b3-b090-dafdf8efd0b8,0,2025-05-09 14:11:02.191,2025-05-09 14:11:02.191,FALSE
08cd2530-227e-4ee7-aa7f-7efe37eb607c,"Hintz, Parisian and Sanford",6222860200,617650427,https://becker.org,d35f40aa-ddbe-4ed8-846e-c744f56f8184,0,2025-05-09 14:11:02.192,2025-05-09 14:11:02.192,FALSE
9b4b702d-41b6-4f60-8f7e-da621ae07a5c,"Shanahan, Krajcik and Leuschke",7991995731,960362391,https://mills.co,0a4e538f-c40c-41b3-b090-dafdf8efd0b8,0,2025-05-09 14:11:02.193,2025-05-09 14:11:02.193,FALSE
25eddaea-6b44-4ebf-ab48-bf45e634dc94,Tillman-Sipes,6554161639,472454669,https://legros.info,d35f40aa-ddbe-4ed8-846e-c744f56f8184,0,2025-05-09 14:11:02.194,2025-05-09 14:11:02.194,FALSE
c3ba6aea-9220-4a5a-b32c-964770fc2aad,Strosin-Hodkiewicz,8509912792,959142280,https://prosacco.name,0a4e538f-c40c-41b3-b090-dafdf8efd0b8,0,2025-05-09 14:11:02.195,2025-05-09 14:11:02.195,FALSE
7c872159-c95d-4ca5-9fb3-1e2404d88f12,"Dare, Nikolaus and Bruen",8254078926,183548717,https://rippin.com,d35f40aa-ddbe-4ed8-846e-c744f56f8184,0,2025-05-09 14:11:02.196,2025-05-09 14:11:02.196,FALSE
34ec8da8-c9cd-42a6-9a6e-b99b4c10503a,Deckow and Sons,8520123400,919603469,https://klein.co,0a4e538f-c40c-41b3-b090-dafdf8efd0b8,0,2025-05-09 14:11:02.197,2025-05-09 14:11:02.197,FALSE
84f548ed-77a8-4b44-b281-306100bdd1b8,Kreiger and Sons,8968865238,738373768,https://gutkowski.org,d35f40aa-ddbe-4ed8-846e-c744f56f8184,0,2025-05-09 14:11:02.197,2025-05-09 14:11:02.197,FALSE
bef33ef4-8b52-4b02-b4d7-8e07a1ff747e,Mraz LLC,6050666060,165530239,https://koch.com,0a4e538f-c40c-41b3-b090-dafdf8efd0b8,0,2025-05-09 14:11:02.198,2025-05-09 14:11:02.198,FALSE
9fc335b4-3a7a-41fb-a711-96e3cf3f1820,Skiles LLC,5080398404,453523850,https://hills.com,d35f40aa-ddbe-4ed8-846e-c744f56f8184,0,2025-05-09 14:11:02.199,2025-05-09 14:11:02.199,FALSE
379530ea-b648-41aa-899a-99e37ad8eb55,Moore Inc,3994352597,459451941,https://ankunding.biz,0a4e538f-c40c-41b3-b090-dafdf8efd0b8,0,2025-05-09 14:11:02.200,2025-05-09 14:11:02.200,FALSE
1714a24e-12aa-44fe-b5bc-7eb5953cb7fe,Padberg Inc,6986528777,864935406,https://klocko.net,d35f40aa-ddbe-4ed8-846e-c744f56f8184,0,2025-05-09 14:11:02.200,2025-05-09 14:11:02.200,FALSE
3a04bbc8-8527-4609-a8fe-66db91583f66,"Jacobi, Hodkiewicz and Nitzsche",4364301064,892925850,https://oreilly.org,0a4e538f-c40c-41b3-b090-dafdf8efd0b8,0,2025-05-09 14:11:02.201,2025-05-09 14:11:02.201,FALSE
799f67e8-3d67-40f0-827a-4721c5c9634a,"Kuvalis, Rath and Mayert",1108699990,228581239,https://leannon.io,d35f40aa-ddbe-4ed8-846e-c744f56f8184,0,2025-05-09 14:11:02.201,2025-05-09 14:11:02.201,FALSE
3d9c7162-0095-4be9-b317-9d5284b323f7,"Hilpert, Lowe and Mosciski",5504453704,315602113,https://moore.net,0a4e538f-c40c-41b3-b090-dafdf8efd0b8,0,2025-05-09 14:11:02.202,2025-05-09 14:11:02.202,FALSE
d64b617f-913c-4dc8-9730-0a6594f0750e,Purdy-Kreiger,8546580412,137081516,https://bogan.info,d35f40aa-ddbe-4ed8-846e-c744f56f8184,0,2025-05-09 14:11:02.202,2025-05-09 14:11:02.202,FALSE
ac1da9e4-7e4b-42ab-b9a5-b87cc4f30c2c,Abernathy LLC,6064174925,630936796,https://wuckert.co,0a4e538f-c40c-41b3-b090-dafdf8efd0b8,0,2025-05-09 14:11:02.203,2025-05-09 14:11:02.203,FALSE
0a0bf8cc-7343-4633-8f32-ab147d875cf4,Schiller LLC,1000799376,869698511,https://kessler.com,d35f40aa-ddbe-4ed8-846e-c744f56f8184,0,2025-05-09 14:11:02.203,2025-05-09 14:11:02.204,FALSE
20cf9bea-8837-4ce6-94a3-44353caf9d4a,Abshire-O'Conner,5197969743,656356403,https://berge.info,0a4e538f-c40c-41b3-b090-dafdf8efd0b8,0,2025-05-09 14:11:02.204,2025-05-09 14:11:02.204,FALSE
64452d14-0b6b-460a-b0e3-d7b8bcf86312,Boyle and Sons,9484853824,745370981,https://cole.name,d35f40aa-ddbe-4ed8-846e-c744f56f8184,0,2025-05-09 14:11:02.205,2025-05-09 14:11:02.205,FALSE
b4b334ab-3a74-41a7-8ed4-92af77ea648d,Rau-Legros,8485652925,642149307,https://orn.co,0a4e538f-c40c-41b3-b090-dafdf8efd0b8,0,2025-05-09 14:11:02.205,2025-05-09 14:11:02.205,FALSE
ff856774-0ccf-429b-8232-dfd84c0f6401,Wolff-Effertz,9734271147,898273897,https://ryan.io,d35f40aa-ddbe-4ed8-846e-c744f56f8184,0,2025-05-09 14:11:02.206,2025-05-09 14:11:02.206,FALSE
66dac129-f388-4262-822d-c5a35d129154,Kutch Group,3610536253,887283819,https://hickle.io,0a4e538f-c40c-41b3-b090-dafdf8efd0b8,0,2025-05-09 14:11:02.206,2025-05-09 14:11:02.206,FALSE
a08ac822-9a5b-4b8e-bcbb-1603f0cdb729,Brakus and Sons,3286152230,937703702,https://schowalter.biz,d35f40aa-ddbe-4ed8-846e-c744f56f8184,0,2025-05-09 14:11:02.207,2025-05-09 14:11:02.207,FALSE
4c7a2cc5-1e03-4337-8901-93c0b46585af,Deckow-Runolfsdottir,9753437214,395509178,https://muller.net,0a4e538f-c40c-41b3-b090-dafdf8efd0b8,0,2025-05-09 14:11:02.207,2025-05-09 14:11:02.207,FALSE
3a849f1f-9394-4cdf-b654-3e9bdac5817e,Pouros-Zemlak,7005324505,654501297,https://white.net,d35f40aa-ddbe-4ed8-846e-c744f56f8184,0,2025-05-09 14:11:02.208,2025-05-09 14:11:02.208,FALSE
